ticker,year,entry_n,trade_mode,signal_date,entry_date,entry_price,candle_high,premium_pct,exit_date,exit_price,exit_reason,pnl_pct,re_entry_date,re_entry_price,re_exit_date,re_exit_price,re_exit_reason,re_pnl_pct
BDX,2017,2,option,2017-10-02,2017-10-09,133.1805,133.612,1.2819,2017-11-27,152.5983,8W,13.3,,,,,,
BKNG,2017,2,option,2017-10-02,2017-10-09,1885.0845,1886.7533,1.7,2017-11-27,1703.4771,8W,-1.7,,,,,,
CCL,2017,2,option,2017-10-02,2017-10-09,59.7095,60.2191,1.5396,2017-11-27,60.4705,8W,-0.27,,,,,,
ECL,2017,3,option,2017-10-02,2017-10-09,120.533,120.5422,0.9035,2017-11-27,123.1626,8W,1.28,,,,,,
JNJ,2017,2,option,2017-10-02,2017-10-09,105.6858,105.4091,1.042,2017-11-27,110.683,8W,3.69,,,,,,
KR,2017,4,option,2017-10-02,2017-10-09,17.3255,17.5008,2.1146,2017-11-27,21.5552,8W,22.3,,,,,,
MDT,2017,2,option,2017-10-02,2017-10-09,62.1398,63.7852,1.2819,2017-11-27,64.9113,8W,3.18,,,,,,
NKE,2017,2,option,2017-10-02,2017-10-09,46.6757,46.8812,1.7745,2017-11-27,53.5122,8W,12.87,,,,,,
NXPI,2017,2,option,2017-10-02,2017-10-09,100.8717,101.1546,1.7304,2017-11-27,101.4729,8W,-1.13,,,,,,
PM,2017,2,option,2017-10-02,2017-10-09,72.1368,72.4213,1.0615,2017-11-27,67.0488,8W,-1.06,,,,,,
REGN,2017,2,option,2017-10-02,2017-10-09,469.3393,473.7992,1.027,2017-11-27,370.9639,8W,-1.03,,,,,,
SYK,2017,2,option,2017-10-02,2017-10-09,135.9863,136.5077,1.2819,2017-11-27,142.5816,8W,3.57,,,,,,
TMUS,2017,5,option,2017-10-02,2017-10-09,59.91,60.2177,1.2551,2017-11-27,58.5543,8W,-1.26,,,,,,
TSLA,2017,4,option,2017-10-02,2017-10-09,23.31,24.0067,5.3022,2017-11-27,20.4353,8W,-5.3,,,,,,
KDP,2017,4,option,2017-10-09,2017-10-16,11.7507,11.8205,1.0571,2017-12-04,12.407,8W,4.53,,,,,,
KMB,2017,6,option,2017-10-09,2017-10-16,87.7723,87.9351,0.8997,2017-12-04,88.9273,8W,0.42,,,,,,
PEP,2017,2,option,2017-10-09,2017-10-16,87.0187,87.0573,1.1427,2017-12-04,90.4467,8W,2.8,,,,,,
WDC,2017,4,option,2017-10-09,2017-10-16,60.1987,60.5486,1.0519,2017-12-04,55.8968,8W,-1.05,,,,,,
ZTS,2017,2,option,2017-10-09,2017-10-16,61.2324,61.1764,1.2766,2017-12-04,67.2076,8W,8.48,,,,,,
ALL,2017,2,option,2017-10-16,2017-10-23,76.6627,77.1823,1.5797,2017-12-11,86.0581,8W,10.68,,,,,,
BAX,2017,2,option,2017-10-16,2017-10-23,55.3061,55.6791,1.3244,2017-12-11,56.8163,8W,1.41,,,,,,
CMCSA,2017,5,option,2017-10-16,2017-10-23,28.1825,28.1447,1.2968,2017-12-11,30.0276,8W,5.25,,,,,,
ELV,2017,3,option,2017-10-16,2017-10-23,173.6315,177.8083,1.443,2017-12-11,202.4975,8W,15.18,,,,,,
EW,2017,2,option,2017-10-16,2017-10-23,37.85,37.8167,1.3244,2017-12-11,38.0733,8W,-0.73,,,,,,
GE,2017,9,option,2017-10-16,2017-10-23,104.9432,106.7341,0.9446,2017-12-11,79.7819,8W,-0.94,,,,,,
HCA,2017,4,option,2017-10-16,2017-10-23,75.4885,75.3121,1.443,2017-12-11,82.1064,8W,7.32,,,,,,
MCK,2017,3,option,2017-10-16,2017-10-23,140.7733,142.2618,1.443,2017-12-11,152.563,8W,6.93,,,,,,
NKE,2017,3,option,2017-10-16,2017-10-23,47.4174,47.8106,1.8333,2017-12-11,58.0923,8W,20.68,,,,,,
WBD,2017,3,option,2017-10-16,2017-10-23,20.27,20.3,1.5907,2017-12-11,21.04,8W,2.21,,,,,,
AAPL,2017,2,option,2017-10-23,2017-10-30,38.2085,38.1409,2.2926,2017-12-18,40.9476,8W,4.88,,,,,,
AVGO,2017,5,option,2017-10-23,2017-10-30,19.8722,19.8479,2.0317,2017-12-18,20.5822,8W,1.54,,,,,,
CCL,2017,3,option,2017-10-23,2017-10-30,61.1656,61.6297,1.5636,2017-12-18,60.7912,8W,-1.56,2018-01-15,63.5857,2018-03-05,62.2198,8W,-1.56
SRE,2017,2,option,2017-10-23,2017-10-30,44.0411,44.3273,0.9285,2017-12-18,41.321,8W,-0.93,,,,,,
TMUS,2017,6,option,2017-10-23,2017-10-30,60.2561,60.5734,1.2746,2017-12-18,61.1695,8W,0.24,,,,,,
UAL,2017,3,option,2017-10-23,2017-10-30,59.78,61.33,5.3846,2017-12-18,67.25,8W,7.11,,,,,,
CCI,2017,2,option,2017-10-30,2017-11-06,77.5372,77.3694,0.866,2017-12-25,78.3529,8W,0.19,,,,,,
HCA,2017,5,option,2017-10-30,2017-11-06,70.959,72.0357,1.3229,2017-12-25,81.5309,8W,13.58,,,,,,
PEP,2017,3,option,2017-10-30,2017-11-06,84.7379,85.3543,1.0868,2017-12-25,93.046,8W,8.72,,,,,,
PGR,2017,2,option,2017-10-30,2017-11-06,38.4726,38.8279,1.4482,2017-12-25,43.5009,8W,11.62,,,,,,
WELL,2017,2,option,2017-10-30,2017-11-06,50.2587,50.6745,0.866,2017-12-25,47.9605,8W,-0.87,,,,,,
YUM,2017,2,option,2017-10-30,2017-11-06,67.6965,69.1103,2.0029,2017-12-25,70.1883,8W,1.68,,,,,,
CMCSA,2017,6,option,2017-11-06,2017-11-13,27.7439,28.2128,1.4684,2018-01-01,31.0333,8W,10.39,,,,,,
EPD,2017,6,option,2017-11-06,2017-11-13,13.6665,13.7922,1.863,2018-01-01,15.1589,8W,9.06,,,,,,
EW,2017,3,option,2017-11-06,2017-11-13,34.5767,35.14,1.4998,2018-01-01,38.62,8W,10.19,,,,,,
KDP,2017,5,option,2017-11-06,2017-11-13,11.383,11.4041,1.2418,2018-01-01,12.6629,8W,10.0,,,,,,
KMB,2017,7,option,2017-11-06,2017-11-13,84.3443,84.7441,1.057,2018-01-01,88.1912,8W,3.5,,,,,,
CCL,2017,4,option,2017-11-13,2017-11-20,60.3283,60.3647,1.8236,2018-01-08,63.8514,8W,4.02,,,,,,
ECL,2017,4,option,2017-11-13,2017-11-20,119.8665,121.0078,1.0701,2018-01-08,126.0924,8W,4.12,,,,,,
MCK,2017,4,option,2017-11-13,2017-11-20,132.3671,133.8836,1.6544,2018-01-08,155.9876,8W,16.19,,,,,,
PM,2017,3,option,2017-11-13,2017-11-20,66.37,67.12,1.2572,2018-01-08,68.2349,8W,1.55,,,,,,
TMUS,2017,7,option,2017-11-13,2017-11-20,57.4486,57.7563,1.4867,2018-01-08,61.2272,8W,5.09,,,,,,
TSLA,2017,5,option,2017-11-13,2017-11-20,20.9193,21.778,6.2802,2018-01-08,22.4147,8W,0.87,,,,,,
UAL,2017,4,option,2017-11-13,2017-11-20,58.26,58.76,6.2802,2018-01-08,78.4,8W,28.29,,,,,,
WBD,2017,4,option,2017-11-13,2017-11-20,17.55,17.73,1.8236,2018-01-08,24.33,8W,36.81,,,,,,
CSX,2017,3,option,2017-11-20,2017-11-27,15.1326,15.2545,0.9162,2018-01-15,17.1543,8W,12.44,,,,,,
HCA,2017,6,option,2017-11-20,2017-11-27,71.6458,72.574,1.3996,2018-01-15,86.3296,8W,19.1,,,,,,
META,2017,2,option,2017-11-20,2017-11-27,181.1385,181.7239,2.1705,2018-01-15,179.8784,8W,-2.17,,,,,,
NCLH,2017,2,option,2017-11-20,2017-11-27,55.55,56.0,1.5428,2018-01-15,59.43,8W,5.44,,,,,,
PCG,2017,2,option,2017-11-20,2017-11-27,53.3811,53.7666,0.9162,2018-01-15,43.8812,8W,-0.92,,,,,,
WMB,2017,3,option,2017-11-20,2017-11-27,17.7212,17.987,1.5956,2018-01-15,20.6586,8W,14.98,,,,,,
BAX,2017,3,option,2017-11-27,2017-12-04,57.0511,57.4142,1.5184,2018-01-22,62.8432,8W,8.63,,,,,,
CHTR,2017,2,option,2017-11-27,2017-12-04,330.2,340.55,1.4867,2018-01-22,377.0,8W,12.69,,,,,,
EPD,2017,7,option,2017-11-27,2017-12-04,13.754,13.8031,1.8861,2018-01-22,16.0554,8W,14.85,,,,,,
HUM,2017,2,option,2017-11-27,2017-12-04,242.8809,243.2988,1.6544,2018-01-22,268.1751,8W,8.76,,,,,,
ORCL,2017,2,option,2017-11-27,2017-12-04,44.0732,44.2325,1.8479,2018-01-22,46.847,8W,4.45,,,,,,
FCX,2017,2,option,2017-12-04,2017-12-11,13.6174,13.5721,0.9077,2018-01-29,16.2594,8W,18.49,,,,,,
GE,2017,10,option,2017-12-04,2017-12-11,78.8417,80.8564,0.9077,2018-01-29,70.5053,8W,-0.91,,,,,,
NCLH,2017,3,option,2017-12-04,2017-12-11,54.75,56.84,1.5285,2018-01-29,59.0,8W,6.23,,,,,,
O,2017,2,option,2017-12-04,2017-12-11,36.2849,36.4676,0.9077,2018-01-29,33.5653,8W,-0.91,,,,,,
REGN,2017,3,option,2017-12-04,2017-12-11,380.7975,383.0522,1.0195,2018-01-29,345.5257,8W,-1.02,,,,,,
AMD,2017,2,option,2017-12-11,2017-12-18,10.6,10.32,2.3566,2018-02-05,11.31,8W,4.34,,,,,,
BAX,2017,4,option,2017-12-11,2017-12-18,56.9554,57.0598,1.2514,2018-02-05,55.9292,8W,-1.25,2018-02-19,58.0599,2018-04-09,57.2907,8W,-1.25
BKNG,2017,3,option,2017-12-11,2017-12-18,1744.2847,1743.1655,1.6595,2018-02-05,1732.6323,8W,-1.66,,,,,,
CHTR,2017,3,option,2017-12-11,2017-12-18,324.47,334.15,1.2252,2018-02-05,349.43,8W,6.47,,,,,,
TMO,2017,2,option,2017-12-11,2017-12-18,189.0781,188.7052,1.0721,2018-02-05,195.7977,8W,2.48,,,,,,
WELL,2017,3,option,2017-12-11,2017-12-18,50.4649,50.5777,0.8925,2018-02-05,41.7257,8W,-0.89,,,,,,
CCL,2017,5,option,2017-12-18,2017-12-25,60.8187,63.375,1.5795,2018-02-12,63.6773,8W,3.12,,,,,,
ETN,2017,2,option,2017-12-18,2017-12-25,66.12,66.8272,1.0836,2018-02-12,70.5422,8W,5.6,,,,,,
GD,2017,2,option,2017-12-18,2017-12-25,168.4734,168.9717,0.938,2018-02-12,186.95,8W,10.03,,,,,,
NEM,2017,2,option,2017-12-18,2017-12-25,29.291,29.2831,0.938,2018-02-12,30.9614,8W,4.76,,,,,,
PCAR,2017,2,option,2017-12-18,2017-12-25,34.7807,34.9222,1.2172,2018-02-12,33.5796,8W,-1.22,2018-02-26,35.1256,2018-04-16,33.9005,8W,-1.22
DLR,2017,2,option,2017-12-25,2018-01-01,85.7735,86.2775,2.3822,2018-02-19,76.8682,8W,-2.38,,,,,,
AMGN,2018,2,option,2018-01-01,2018-01-08,140.484,141.2312,0.9812,2018-02-26,145.1536,8W,2.34,,,,,,
AON,2018,2,option,2018-01-01,2018-01-08,126.7078,127.5194,1.4608,2018-02-26,129.518,8W,0.76,,,,,,
BAX,2018,5,option,2018-01-01,2018-01-08,60.1645,60.3124,1.2248,2018-02-26,57.6425,8W,-1.22,,,,,,
BMY,2018,2,option,2018-01-01,2018-01-08,46.2015,46.1975,1.0078,2018-02-26,49.4845,8W,6.1,,,,,,
BSX,2018,2,option,2018-01-01,2018-01-08,25.91,26.04,1.2248,2018-02-26,26.77,8W,2.09,,,,,,
GILD,2018,2,option,2018-01-01,2018-01-08,54.7207,55.258,1.0078,2018-02-26,57.9227,8W,4.84,,,,,,
HUM,2018,3,option,2018-01-01,2018-01-08,245.4684,246.4172,1.3345,2018-02-26,250.9753,8W,0.91,,,,,,
MCHP,2018,2,option,2018-01-01,2018-01-08,39.3907,39.7934,1.6533,2018-02-26,39.2831,8W,-1.65,2018-03-12,42.8289,2018-04-30,37.6566,8W,-1.65
META,2018,3,option,2018-01-01,2018-01-08,185.7424,185.4447,2.0695,2018-02-26,175.2448,8W,-2.07,,,,,,
NCLH,2018,4,option,2018-01-01,2018-01-08,54.92,55.78,1.471,2018-02-26,56.44,8W,1.3,,,,,,
ORCL,2018,3,option,2018-01-01,2018-01-08,42.7286,43.0205,1.4906,2018-02-26,44.6889,8W,3.1,,,,,,
PANW,2018,2,option,2018-01-01,2018-01-08,25.3683,25.515,1.9895,2018-02-26,29.4617,8W,14.15,,,,,,
PCG,2018,3,option,2018-01-01,2018-01-08,43.7824,44.158,0.8736,2018-02-26,40.2533,8W,-0.87,,,,,,
TMO,2018,3,option,2018-01-01,2018-01-08,197.9593,198.2136,1.0493,2018-02-26,201.9207,8W,0.95,,,,,,
TSLA,2018,6,option,2018-01-01,2018-01-08,21.0667,21.6833,5.0659,2018-02-26,22.3413,8W,0.98,,,,,,
C,2018,2,option,2018-01-08,2018-01-15,59.1666,58.5579,1.669,2018-03-05,58.1461,8W,-1.67,,,,,,
RCL,2018,2,option,2018-01-08,2018-01-15,118.5086,117.8348,1.621,2018-03-05,116.8839,8W,-1.62,,,,,,
AMT,2018,2,option,2018-01-15,2018-01-22,112.1694,112.422,1.0678,2018-03-12,119.3873,8W,5.37,,,,,,
LRCX,2018,2,option,2018-01-15,2018-01-22,18.5755,18.4997,2.8195,2018-03-12,19.8305,8W,3.94,,,,,,
AVB,2018,3,option,2018-01-22,2018-01-29,128.9378,131.5844,1.0498,2018-03-19,120.1691,8W,-1.05,,,,,,
DLR,2018,3,option,2018-01-22,2018-01-29,84.5626,84.2768,2.3908,2018-03-19,77.6861,8W,-2.39,,,,,,
GM,2018,2,option,2018-01-22,2018-01-29,38.1106,38.9961,6.0879,2018-03-19,31.1475,8W,-6.09,,,,,,
META,2018,4,option,2018-01-22,2018-01-29,187.2803,189.1755,2.487,2018-03-19,158.1489,8W,-2.49,,,,,,
PLD,2018,2,option,2018-01-22,2018-01-29,51.0521,51.6401,1.0498,2018-03-19,48.1271,8W,-1.05,,,,,,
WELL,2018,4,option,2018-01-22,2018-01-29,45.2379,45.8697,1.0498,2018-03-19,39.7544,8W,-1.05,,,,,,
ABBV,2018,2,option,2018-06-04,2018-06-11,72.1062,72.0632,1.3314,2018-07-30,69.9234,8W,-1.33,,,,,,
APD,2018,4,option,2018-06-04,2018-06-11,139.7983,139.8066,1.154,2018-07-30,133.5364,8W,-1.15,,,,,,
BAC,2018,3,option,2018-06-04,2018-06-11,25.022,25.1715,2.0008,2018-07-30,26.168,8W,2.58,,,,,,
BDX,2018,3,option,2018-06-04,2018-06-11,157.8803,157.5999,1.618,2018-07-30,168.3075,8W,4.99,,,,,,
BRK-B,2018,4,option,2018-06-04,2018-06-11,196.3,196.4,1.9298,2018-07-30,200.24,8W,0.08,,,,,,
C,2018,4,option,2018-06-04,2018-06-11,52.9023,52.9637,2.0008,2018-07-30,55.5658,8W,3.03,,,,,,
CB,2018,4,option,2018-06-04,2018-06-11,116.5858,116.7779,1.9298,2018-07-30,121.9072,8W,2.63,,,,,,
DG,2018,4,option,2018-06-04,2018-06-11,85.4532,86.6982,2.669,2018-07-30,88.8811,8W,1.34,,,,,,
DHR,2018,4,option,2018-06-04,2018-06-11,87.9561,88.2036,1.3862,2018-07-30,86.6802,8W,-1.39,,,,,,
ELV,2018,2,option,2018-06-04,2018-06-11,205.5374,207.0073,1.7629,2018-07-30,232.4247,8W,11.32,,,,,,
GS,2018,3,option,2018-06-04,2018-06-11,196.8382,197.9288,1.9298,2018-07-30,196.3935,8W,-1.93,,,,,,
IFF,2018,4,option,2018-06-04,2018-06-11,102.5149,103.4183,1.1403,2018-07-30,109.829,8W,5.99,,,,,,
JPM,2018,3,option,2018-06-04,2018-06-11,89.7924,90.0994,1.9298,2018-07-30,95.1307,8W,4.02,,,,,,
KMB,2018,4,option,2018-06-04,2018-06-11,78.4706,77.8725,1.1403,2018-07-30,88.7614,8W,11.97,,,,,,
LUV,2018,3,option,2018-06-04,2018-06-11,46.1379,47.0058,6.6923,2018-07-30,51.9775,8W,5.96,,,,,,
PCAR,2018,3,option,2018-06-04,2018-06-11,32.0418,32.3224,1.4975,2018-07-30,31.712,8W,-1.5,,,,,,
PGR,2018,3,option,2018-06-04,2018-06-11,49.6386,50.1276,1.9298,2018-07-30,48.55,8W,-1.93,2018-08-20,52.4861,2018-10-08,52.7385,8W,-1.45
PNC,2018,2,option,2018-06-04,2018-06-11,113.2048,113.5618,1.9298,2018-07-30,110.9357,8W,-1.93,,,,,,
TFC,2018,2,option,2018-06-04,2018-06-11,39.0072,39.1356,2.0008,2018-07-30,36.81,8W,-2.0,,,,,,
TMO,2018,3,option,2018-06-04,2018-06-11,213.0341,214.336,1.3862,2018-07-30,228.5724,8W,5.91,,,,,,
VZ,2018,4,option,2018-06-04,2018-06-11,32.4003,32.2498,1.5842,2018-07-30,34.6171,8W,5.26,,,,,,
ALL,2018,5,option,2018-06-11,2018-06-18,77.7608,79.3491,1.8981,2018-08-06,82.4505,8W,4.13,,,,,,
CCL,2018,3,option,2018-06-11,2018-06-18,59.7398,60.7993,1.9114,2018-08-06,55.3904,8W,-1.91,,,,,,
CSCO,2018,2,option,2018-06-11,2018-06-18,34.8917,35.6393,1.3113,2018-08-06,35.0915,8W,-0.74,,,,,,
DLTR,2018,3,option,2018-06-11,2018-06-18,87.39,88.78,2.6252,2018-08-06,92.43,8W,3.14,,,,,,
NCLH,2018,3,option,2018-06-11,2018-06-18,54.42,55.11,1.9114,2018-08-06,50.61,8W,-1.91,,,,,,
NEE,2018,2,option,2018-06-11,2018-06-18,32.9422,32.9484,1.135,2018-08-06,35.2763,8W,5.95,,,,,,
SBUX,2018,2,option,2018-06-11,2018-06-18,47.8787,48.2498,2.6252,2018-08-06,43.4425,8W,-2.63,,,,,,
VRTX,2018,2,option,2018-06-11,2018-06-18,153.9,156.3,1.2749,2018-08-06,174.82,8W,12.32,,,,,,
C,2018,5,option,2018-06-18,2018-06-25,51.2673,52.3573,2.262,2018-08-13,53.8151,8W,2.71,,,,,,
CCI,2018,5,option,2018-06-18,2018-06-25,74.546,74.9203,1.3046,2018-08-13,81.9761,8W,8.66,,,,,,
FANG,2018,3,option,2018-06-18,2018-06-25,96.6441,100.5219,2.2722,2018-08-13,92.4663,8W,-2.27,2018-10-01,104.3232,2018-11-19,80.8684,8W,-2.27
AMCR,2018,5,option,2018-06-25,2018-07-02,37.3815,38.0936,1.5245,2018-08-20,37.0255,8W,-1.52,,,,,,
CB,2018,5,option,2018-06-25,2018-07-02,111.2104,112.9932,2.5493,2018-08-20,118.6666,8W,4.16,,,,,,
FCX,2018,3,option,2018-06-25,2018-07-02,15.4428,15.842,1.5245,2018-08-20,13.1669,8W,-1.52,,,,,,
T,2018,3,option,2018-06-25,2018-07-02,13.9196,14.0624,2.0928,2018-08-20,14.4194,8W,1.5,,,,,,
ABBV,2018,3,option,2018-07-02,2018-07-09,70.2562,69.6037,1.4615,2018-08-27,69.525,8W,-1.46,,,,,,
ALL,2018,6,option,2018-07-02,2018-07-09,77.5435,77.393,2.1184,2018-08-27,84.0723,8W,6.3,,,,,,
AON,2018,2,option,2018-07-02,2018-07-09,131.1912,131.6883,2.1184,2018-08-27,137.2735,8W,2.52,,,,,,
BRK-B,2018,5,option,2018-07-02,2018-07-09,188.11,188.73,2.1184,2018-08-27,208.72,8W,8.84,,,,,,
GD,2018,3,option,2018-07-02,2018-07-09,159.2425,161.929,1.2667,2018-08-27,162.7689,8W,0.95,,,,,,
GS,2018,4,option,2018-07-02,2018-07-09,187.3914,188.4653,2.1184,2018-08-27,199.5145,8W,4.35,,,,,,
IBM,2018,3,option,2018-07-02,2018-07-09,97.6085,97.8481,1.4635,2018-08-27,101.3547,8W,2.37,,,,,,
ITW,2018,4,option,2018-07-02,2018-07-09,116.6165,117.5662,1.4635,2018-08-27,115.6836,8W,-1.46,,,,,,
LHX,2018,2,option,2018-07-02,2018-07-09,125.1473,126.8993,1.2667,2018-08-27,140.2599,8W,10.81,,,,,,
RCL,2018,4,option,2018-07-02,2018-07-09,99.0222,98.2104,2.1331,2018-08-27,114.3705,8W,13.37,,,,,,
RTX,2018,3,option,2018-07-02,2018-07-09,66.2628,66.7676,1.2667,2018-08-27,69.6248,8W,3.81,,,,,,
TRV,2018,3,option,2018-07-02,2018-07-09,104.9045,105.0824,2.1184,2018-08-27,111.478,8W,4.15,,,,,,
USB,2018,3,option,2018-07-02,2018-07-09,37.2027,37.3947,2.1184,2018-08-27,39.9571,8W,5.29,,,,,,
WAT,2018,6,option,2018-07-02,2018-07-09,197.08,197.01,1.5216,2018-08-27,189.48,8W,-1.52,,,,,,
WDC,2018,2,option,2018-07-02,2018-07-09,54.7742,55.0607,1.4635,2018-08-27,44.1827,8W,-1.46,,,,,,
WM,2018,4,option,2018-07-02,2018-07-09,72.3821,72.5489,2.9298,2018-08-27,79.8003,8W,7.32,,,,,,
AMAT,2018,4,option,2018-07-09,2018-07-16,42.2346,43.0418,3.0471,2018-09-03,36.724,8W,-3.05,,,,,,
APD,2018,5,option,2018-07-09,2018-07-16,131.0235,133.2943,1.154,2018-09-03,137.6186,8W,3.88,,,,,,
BAC,2018,4,option,2018-07-09,2018-07-16,23.9009,24.3576,2.0008,2018-09-03,25.6282,8W,5.23,,,,,,
BLK,2018,3,option,2018-07-09,2018-07-16,411.4335,421.7194,1.9583,2018-09-03,387.9325,8W,-1.96,,,,,,
CAT,2018,4,option,2018-07-09,2018-07-16,119.1522,119.981,1.4975,2018-09-03,120.2571,8W,-0.57,,,,,,
CME,2018,3,option,2018-07-09,2018-07-16,124.8166,125.2431,2.1921,2018-09-03,130.0163,8W,1.97,,,,,,
COF,2018,4,option,2018-07-09,2018-07-16,82.8281,84.9806,1.8309,2018-09-03,86.4354,8W,2.52,,,,,,
DAL,2018,4,option,2018-07-09,2018-07-16,47.1281,47.48,6.6923,2018-09-03,53.0055,8W,5.78,,,,,,
JPM,2018,4,option,2018-07-09,2018-07-16,86.9736,88.0704,1.9298,2018-09-03,92.8802,8W,4.86,,,,,,
LRCX,2018,4,option,2018-07-09,2018-07-16,15.3737,15.9855,3.0471,2018-09-03,14.3369,8W,-3.05,,,,,,
MAR,2018,2,option,2018-07-09,2018-07-16,123.2004,123.3788,2.1457,2018-09-03,119.2446,8W,-2.15,,,,,,
MS,2018,3,option,2018-07-09,2018-07-16,38.0804,38.42,1.9298,2018-09-03,38.3055,8W,-1.34,,,,,,
NOC,2018,2,option,2018-07-09,2018-07-16,284.3713,284.1246,1.154,2018-09-03,265.8238,8W,-1.15,,,,,,
PCAR,2018,4,option,2018-07-09,2018-07-16,31.2543,31.3577,1.4975,2018-09-03,34.1166,8W,7.66,,,,,,
PH,2018,4,option,2018-07-09,2018-07-16,142.4626,144.5654,1.3332,2018-09-03,159.0539,8W,10.31,,,,,,
PNC,2018,3,option,2018-07-09,2018-07-16,104.8789,106.0184,1.9298,2018-09-03,109.3523,8W,2.34,,,,,,
ROP,2018,3,option,2018-07-09,2018-07-16,272.0588,272.0875,2.1921,2018-09-03,291.1141,8W,4.81,,,,,,
SBUX,2018,3,option,2018-07-09,2018-07-16,43.4762,43.5606,2.669,2018-09-03,46.5899,8W,4.49,,,,,,
TEL,2018,3,option,2018-07-09,2018-07-16,80.6495,82.0332,1.3332,2018-09-03,79.4788,8W,-1.33,,,,,,
TMO,2018,4,option,2018-07-09,2018-07-16,206.5792,210.3508,1.3862,2018-09-03,231.1586,8W,10.51,,,,,,
YUM,2018,2,option,2018-07-09,2018-07-16,68.5102,69.2304,2.669,2018-09-03,77.0399,8W,9.78,,,,,,
AAL,2018,2,option,2018-07-16,2018-07-23,36.8527,38.3699,1.2184,2018-09-10,39.0,8W,4.61,,,,,,
AFL,2018,6,option,2018-07-16,2018-07-23,35.8928,36.2433,1.3886,2018-09-10,39.6088,8W,8.96,,,,,,
CCL,2018,4,option,2018-07-16,2018-07-23,54.0893,55.5577,2.0518,2018-09-10,59.9174,8W,8.72,,,,,,
DHR,2018,5,option,2018-07-16,2018-07-23,86.7059,90.7077,1.4636,2018-09-10,91.3832,8W,3.93,,,,,,
NCLH,2018,4,option,2018-07-16,2018-07-23,49.9,51.7,2.0518,2018-09-10,55.47,8W,9.11,,,,,,
NEM,2018,2,option,2018-07-16,2018-07-23,29.4642,29.9028,1.2184,2018-09-10,24.2253,8W,-1.22,,,,,,
PGR,2018,4,option,2018-07-16,2018-07-23,47.1696,47.7218,2.0376,2018-09-10,53.827,8W,12.08,,,,,,
T,2018,4,option,2018-07-16,2018-07-23,13.7568,14.1853,1.6726,2018-09-10,14.8435,8W,6.23,,,,,,
ABBV,2018,4,option,2018-07-23,2018-07-30,65.6786,68.4964,1.4243,2018-09-17,66.8303,8W,0.33,,,,,,
APD,2018,6,option,2018-07-23,2018-07-30,135.0557,136.0325,1.2345,2018-09-17,142.4271,8W,4.22,,,,,,
CSCO,2018,3,option,2018-07-23,2018-07-30,34.0335,35.1316,1.4262,2018-09-17,38.9229,8W,12.94,,,,,,
DE,2018,3,option,2018-07-23,2018-07-30,126.8874,129.1441,1.602,2018-09-17,136.8456,8W,6.25,,,,,,
EMR,2018,2,option,2018-07-23,2018-07-30,59.5863,59.7781,1.4262,2018-09-17,65.4706,8W,8.45,,,,,,
TFC,2018,3,option,2018-07-23,2018-07-30,36.6531,36.7744,2.1405,2018-09-17,36.9839,8W,-1.24,,,,,,
COF,2018,5,option,2018-07-30,2018-08-06,84.8099,84.6657,1.7497,2018-09-24,83.4128,8W,-1.75,,,,,,
ECL,2018,2,option,2018-07-30,2018-08-06,134.9932,135.592,1.0898,2018-09-24,144.7944,8W,6.17,,,,,,
IP,2018,2,option,2018-07-30,2018-08-06,35.1644,36.1032,1.1028,2018-09-24,33.2645,8W,-1.1,,,,,,
ITW,2018,5,option,2018-07-30,2018-08-06,116.6082,120.1067,1.2741,2018-09-24,117.5495,8W,-0.47,,,,,,
MAR,2018,3,option,2018-07-30,2018-08-06,120.6376,121.398,2.0506,2018-09-24,124.3493,8W,1.03,,,,,,
ZTS,2018,2,option,2018-07-30,2018-08-06,86.3486,86.4049,1.5463,2018-09-24,86.001,8W,-1.55,,,,,,
NOW,2018,2,option,2018-08-06,2018-08-13,37.402,38.126,2.9206,2018-10-01,37.32,8W,-2.92,,,,,,
SCHW,2018,2,option,2018-08-06,2018-08-13,45.6029,46.5535,2.0851,2018-10-01,46.3227,8W,-0.51,,,,,,
CME,2018,4,option,2018-08-13,2018-08-20,126.702,127.2706,2.2749,2018-10-08,132.5863,8W,2.37,,,,,,
DE,2018,4,option,2018-08-13,2018-08-20,126.8157,127.5142,1.5541,2018-10-08,133.5191,8W,3.73,,,,,,
EL,2018,2,option,2018-08-13,2018-08-20,127.9949,126.0629,1.1834,2018-10-08,114.8906,8W,-1.18,,,,,,
IP,2018,3,option,2018-08-13,2018-08-20,35.261,35.0705,1.1976,2018-10-08,28.8788,8W,-1.2,,,,,,
ITW,2018,6,option,2018-08-13,2018-08-20,116.4083,116.8331,1.3836,2018-10-08,109.6118,8W,-1.38,,,,,,
MAR,2018,4,option,2018-08-13,2018-08-20,116.2537,116.2913,2.2267,2018-10-08,110.6552,8W,-2.23,,,,,,
NOC,2018,3,option,2018-08-13,2018-08-20,259.8888,261.0341,1.1976,2018-10-08,267.4602,8W,1.72,,,,,,
SYK,2018,2,option,2018-08-13,2018-08-20,157.1638,157.0715,1.6791,2018-10-08,158.2606,8W,-0.98,,,,,,
TSN,2018,5,option,2018-08-13,2018-08-20,50.3272,50.3996,2.7698,2018-10-08,48.7718,8W,-2.77,,,,,,
ADBE,2018,2,option,2018-08-20,2018-08-27,263.0,263.39,2.5872,2018-10-15,245.03,8W,-2.59,,,,,,
